id,prenom,nom,genre,orientation,age,email,username,password,ville,pays,hobby1,hobby2,hobby3,taille,poids
520,Henriette,Guillet,Femme,Homosexuel.le,38,henriette.guillet.8483.3530@gmail.com,HenrietteGuillet29944990,8536b37102d6fd3fa25f18f3ac92a42ed02d91398f2b9b6b955aac5b5a42ce14,Bordeaux,France,voyage,jeu de société,,181.3,78.5
521,Marie,Gaudin,Femme,Hétérosexuel.le,64,marie.gaudin.1915.9103@orange.fr,MarieGaudin17432245,e7219cdd8a1373b4c4180ab45e26973616ddf03ea0744a96c68a2e697d0ba551,Toulouse,France,cuisine,dessin,,154.7,59.7
522,Robert,Morin,Autre,Hétérosexuel.le,32,robert.morin.6679.2435@bouygtel.fr,RobertMorin16263365,f862dc833195ec82c2c879f2d0ec96024a52ca08025dbc7ee27578b0438b46c3,Marseille,France,sport,yoga,cinéma,157.5,83.4
523,Louise,Grégoire,Femme,Hétérosexuel.le,25,louise.grégoire.7983.9536@free.fr,LouiseGrégoire76125888,b510d5929a09d95d0f17af025059dd66812857e6a6e5a8298d2bdce41215c46a,Paris,France,théâtre,,,161.5,86.2
524,Philippe,Hoarau,Homme,Homosexuel.le,18,philippe.hoarau.9179.9895@gmail.com,PhilippeHoarau90826205,6582de5973e46de7145787dc4d5d768bc22368e13dfc53a17e55ba872c90b016,Lyon,France,soirées,photographie,animaux,166.8,109.5
525,Bertrand,Adam,Homme,Hétérosexuel.le,49,bertrand.adam.2911.6812@free.fr,BertrandAdam19829732,5eb340ccd353d9d14ac2ac74efcac5f985cd8e3f11a7bfb05612422ae4241254,Marseille,France,voyage,,,197.8,95.7
526,Anne,Lévy,Femme,Autre,49,anne.lévy.714.8717@yahoo.fr,AnneLévy6223938,86b15ed381e228133b6439a8e71b2e747cd6c1867f43eb6d974b1e3c25907023,Bordeaux,France,sport,yoga,soirées,164.5,85.6
527,Hortense,Lévêque,Femme,Hétérosexuel.le,46,hortense.lévêque.121.4424@tele2.fr,HortenseLévêque535304,1b811e2df5a861e00292481a21d7af16d3d407e3cd05433155bb052932c51524,Nantes,France,yoga,jeux vidéo,,171.6,72.9
528,Agathe,Ramos,Femme,Hétérosexuel.le,52,agathe.ramos.7253.5130@noos.fr,AgatheRamos37207890,6226b0a92d76ba3ab89cd9c3c315daee7632eed6953dc4c819dc026da109b8ff,Marseille,France,danse,dessin,photographie,150.1,57.4
529,Audrey,Carpentier,Femme,Autre,53,audrey.carpentier.5960.4003@bouygtel.fr,AudreyCarpentier23857880,6073e816919641df8d4fe7025fa8fc3e7dcfa85a06d8d39734be863b7c597bc7,Strasbourg,France,danse,dessin,soirées,164.2,70.8
530,Hugues,Diaz,Homme,Hétérosexuel.le,29,hugues.diaz.2276.7549@wanadoo.fr,HuguesDiaz17181524,6429aa7b45f1e7913becfa74b2b47e954aa68a1c2403d2aa6b1d0531f0585269,Lille,France,randonnée,théâtre,,185.6,63.3
531,Xavier,Diaz,Homme,Hétérosexuel.le,55,xavier.diaz.3893.2646@tiscali.fr,XavierDiaz10300878,7eee67ec93a50296ae229739cf61aa2d60a3175e2181fa166f2f6c0e92a17494,Toulouse,France,sport,théâtre,,178.4,108.9
532,Laure,Pineau,Femme,Hétérosexuel.le,60,laure.pineau.182.2798@gmail.com,LaurePineau509236,463005721c2449451025bfd86af34bcfcc3d9974f331123226187a0a37708862,Toulouse,France,cinéma,cuisine,randonnée,159.0,62.2
533,Antoinette,Robert,Femme,Hétérosexuel.le,46,antoinette.robert.5356.4564@tiscali.fr,AntoinetteRobert24444784,3ae9c02ae6b872798bf295bfddd602db5a4482471e201f6cd33a864c4fad62ea,Bordeaux,France,soirées,yoga,voyage,181.1,65.9
534,Carla,Mir,Non-binaire,Hétérosexuel.le,18,carla.mir.5590.8119@gmail.com,CarlaMir45385210,d7c26169b77ea767ff513021699a54fbd367b8e0528d5ff3b908e370f3c939a4,Murcie,Espagne,yoga,,,173.2,76.2
535,Anouk,Fontaine,Femme,Hétérosexuel.le,24,anouk.fontaine.6507.6155@tele2.fr,AnoukFontaine40050585,7539e844df8d2cc38592a156bc442fb4e6e12433dde5484e3e97159626cf0ff5,Lyon,France,danse,yoga,,176.4,86.1
536,Nikolai,Drewes,Homme,Hétérosexuel.le,60,nikolai.drewes.3159.7879@aol.de,NikolaiDrewes24889761,f0de70e0f5aaa2a84cf5fb30a97f497e7ce2bfb7ae6b31e265aad8f72fdaa502,Dresde,Allemagne,randonnée,cuisine,,171.0,61.9
537,Clémence,Dijoux,Femme,Hétérosexuel.le,28,clémence.dijoux.5138.1657@live.com,ClémenceDijoux8513666,5bc56da8f36682e405818ed490d41ef8dad8f948f54940c7c2f7820a221c3694,Montpellier,France,randonnée,voyage,,160.4,72.1
538,Martin,Gosselin,Homme,Autre,21,martin.gosselin.7698.2452@noos.fr,MartinGosselin18875496,b268019b07a7a0c599157c8a8f0c237b2aae8e1606b8596f7f64317f5b453358,Nice,France,cuisine,musique,sport,192.0,76.0
539,Pauline,Dupré,Femme,Hétérosexuel.le,45,pauline.dupré.2612.9598@free.fr,PaulineDupré25069976,fc83e5630b2d592173ff5f56c3841a3afa9b5739932dfbfef50293719906011a,Lyon,France,yoga,cuisine,,174.3,85.2
540,François,Salmon,Non-binaire,Hétérosexuel.le,48,françois.salmon.5670.4921@laposte.net,FrançoisSalmon27902070,7abf9b1b77ec738ad977ae99760a11d60c55a3e825d43332c384f1eaed74ed3c,Nice,France,dessin,danse,jeu de société,177.1,86.3
541,Raymond,Lévy,Homme,Hétérosexuel.le,49,raymond.lévy.1924.1370@laposte.net,RaymondLévy2635880,b8e1c01df9689e9cc813419d829c9be8ece8a313ba8e527412a61ccd1698cd35,Paris,France,jeu de société,,,166.9,80.4
542,Augustin,Lefort,Homme,Autre,32,augustin.lefort.6331.5447@noos.fr,AugustinLefort34484957,d8d86c3d97b400e27d3d2908ab70fc26ef0577e27e1c63380f65491a64a7cdcf,Nantes,France,jeux vidéo,soirées,,177.7,74.2
543,Hugues,Vidal,Homme,Hétérosexuel.le,60,hugues.vidal.4701.3746@hotmail.fr,HuguesVidal17609946,d9ef89e1fb950b5b098918846ae87fbebd89bf20fe0cd736f24449568ba4877c,Strasbourg,France,théâtre,lecture,,169.0,93.1
544,Adèle,Lenoir,Femme,Autre,62,adèle.lenoir.2095.8695@voila.fr,AdèleLenoir18216025,e2700a828b7038436ae294e33024dddc057e586f56aac6aa610d887599e170ef,Nice,France,photographie,théâtre,danse,152.3,86.7
545,Suzanne,Colin,Non-binaire,Homosexuel.le,37,suzanne.colin.9036.7861@club-internet.fr,SuzanneColin71031996,977370343bbd4fc63aeb504aa0b37fdbe609ec43b75687aa41e0204cd21587ff,Nice,France,yoga,photographie,sport,179.5,72.7
546,Valentine,Poulain,Non-binaire,Hétérosexuel.le,27,valentine.poulain.2599.7406@voila.fr,ValentinePoulain19248194,0c60fc43ae95001733c23b402da2875b8b8d0430dad830633fec7fde273c28b5,Strasbourg,France,cuisine,,,154.2,92.0
547,Manon,Leduc,Femme,Hétérosexuel.le,41,manon.leduc.1444.6177@club-internet.fr,ManonLeduc8919588,44d6e96f121a081aac8dcdbf8274f46658978064b2627e9dd29dc96671033e60,Nantes,France,musique,randonnée,animaux,159.2,69.9
548,Diane,Valentin,Femme,Homosexuel.le,36,diane.valentin.5164.8948@laposte.net,DianeValentin46207472,a4f8c60290a39ee27ecffe15f599d53e2303fba34a7fa1b4d4002adf77565a27,Strasbourg,France,jeu de société,,,150.5,49.4
549,Odette,Caron,Femme,Hétérosexuel.le,22,odette.caron.1047.3471@noos.fr,OdetteCaron3634137,998dd284a5b1b57c3b347d69b34518f37d0c1b9f62e101749b9096f4ed5f55e9,Nantes,France,sport,animaux,,173.3,57.0
550,Laetitia,Pons,Femme,Hétérosexuel.le,38,laetitia.pons.1028.4530@gmail.com,LaetitiaPons4656840,ce5b0ce862e94c416d1465a214c6ae66e1ed1659dfff25f274cead5e951f4aac,Bordeaux,France,musique,dessin,jeu de société,175.6,50.6
551,Roland,Regnier,Homme,Hétérosexuel.le,37,roland.regnier.7484.9735@laposte.net,RolandRegnier72856740,6142448a4ec97652c39d57ad0f536c4896b33fa7ad07f44ca1108a4ec6f0d0dd,Montpellier,France,sport,danse,soirées,179.9,90.3
552,Honoré,Boyer,Homme,Hétérosexuel.le,34,honoré.boyer.5072.8976@noos.fr,HonoréBoyer45526272,e17b209c6bdc61361b18a7577ee69a35fdf009853c340d8d6a1a769bc7f55f19,Nantes,France,photographie,cinéma,sport,175.8,105.5
553,Marc,Vallet,Homme,Hétérosexuel.le,29,marc.vallet.9374.2441@sfr.fr,MarcVallet22881934,f8a81eca952252c24d998422306984b8d24be181cffa2353cc6c9a5f46bb89f7,Montpellier,France,cinéma,,,197.8,84.1
554,Honoré,Pascal,Homme,Autre,19,honoré.pascal.6659.7958@gmail.com,HonoréPascal52992322,84fde44be135a64f677386d4e88a43569c7f4abd7873eddc3f42bf1049611d15,Nice,France,cuisine,,,192.0,92.8
555,Dominique,Legros,Femme,Autre,41,dominique.legros.3601.7403@gmail.com,DominiqueLegros26658203,4679e3c636b2dd4ad563c4a933e02e18472d2e27193efaa6f7793252b65fb64e,Nice,France,jeux vidéo,théâtre,musique,163.5,73.4
556,Inès,Bonnin,Autre,Hétérosexuel.le,63,inès.bonnin.4.9790@hotmail.fr,InèsBonnin39160,addf282e210eaf7b28492bb831e7c1334c06c7b405f485397568eb0c66d39935,Marseille,France,lecture,randonnée,sport,193.2,66.8
557,Margot,Grenier,Femme,Hétérosexuel.le,29,margot.grenier.7265.3535@yahoo.fr,MargotGrenier25681775,6c4d6e20e3e5a4839199faecb8b7f029c21eda119b7f901844dae77a12862e5d,Paris,France,sport,jeux vidéo,animaux,178.0,70.9
558,Aimé,Hubert,Homme,Hétérosexuel.le,52,aimé.hubert.2134.6564@tele2.fr,AiméHubert14007576,7f2defe4cc4e7bffe206faa9c0903838d79cb8b950ab8399e7523be3bde6609f,Lyon,France,dessin,musique,,171.5,99.6
559,Claire,Ferreira,Femme,Hétérosexuel.le,21,claire.ferreira.1577.3143@bouygtel.fr,ClaireFerreira4956511,28ef7bc94420038dc3a8fd09bd051c2ea94762a9db58495166b435d210b3942e,Lyon,France,lecture,yoga,,164.2,69.5
560,Marie,Boulanger,Femme,Homosexuel.le,29,marie.boulanger.1946.8243@sfr.fr,MarieBoulanger16040878,563aed7447f501424bd0836831ae8aabb25e0b21b7818f3f15d21089892c2533,Strasbourg,France,cuisine,voyage,,154.8,46.0
561,Simone,Raymond,Femme,Hétérosexuel.le,18,simone.raymond.7174.5641@tele2.fr,SimoneRaymond40468534,3dccecbb116924b329da1e074f97be43e9e08ea78598cb5ca689b2835e989c1e,Lyon,France,danse,,,177.7,88.0
562,Margaud,Breton,Non-binaire,Homosexuel.le,34,margaud.breton.5161.1547@dbmail.com,MargaudBreton7984067,236f10171ed4b568159d2895103a5c79c090d0bc91f182ee9eae47fb3e9b5e4c,Marseille,France,soirées,dessin,voyage,184.2,76.9
563,André,Perrin,Homme,Hétérosexuel.le,36,andré.perrin.1551.8858@free.fr,AndréPerrin13738758,a0184994e4cfc7d1d1421b71df3a7f64f36e6040d040486d0b11740eb3252d6b,Bordeaux,France,yoga,sport,,175.6,82.8
564,Léon,Boutin,Homme,Autre,20,léon.boutin.3777.3699@live.com,LéonBoutin13971123,7a34e9458a93aee11aca147909c4acfa4f2ab246a50a1876183dd42af6a62130,Lille,France,théâtre,,,182.4,80.4
565,Élodie,Berger,Femme,Hétérosexuel.le,46,élodie.berger.8789.9841@yahoo.fr,ÉlodieBerger86492549,1425707242de3facbe8403c7ca0dc062e59e536cf4e21c514507d4bbe4a5b564,Montpellier,France,photographie,,,171.8,57.0
566,Giorgia,Morabito,Femme,Hétérosexuel.le,65,giorgia.morabito.3223.9346@tele2.it,GiorgiaMorabito30122158,527d5578cbc9821b3ea5b79b1a450772c92188fb5ca174e86be925aa21c31354,Bologne,Italie,dessin,,,151.3,84.5
567,Rémy,Meyer,Homme,Hétérosexuel.le,39,rémy.meyer.8936.41@dbmail.com,RémyMeyer366376,65aedf21d023eefe68052f1a409aba697df5b43e4ad1c69a5ff18052f8ca331e,Paris,France,jeu de société,animaux,,185.8,75.6
568,Hugues,Torres,Homme,Hétérosexuel.le,47,hugues.torres.4160.2599@voila.fr,HuguesTorres10811840,c7a689816d5792301dff602b1e86adf916c07a4c9bc569936e7bf99fbe357146,Lyon,France,animaux,théâtre,jeu de société,194.1,92.3
569,Georges,Thibault,Homme,Hétérosexuel.le,47,georges.thibault.1437.6088@hotmail.fr,GeorgesThibault8748456,1133a23d19bdb66fb32e0dcbcf4e0eef9489ab50a4366c978950cefb32b05e8f,Nantes,France,jeux vidéo,sport,,176.8,107.1
570,Nicolas,Tanguy,Homme,Hétérosexuel.le,58,nicolas.tanguy.1085.9541@voila.fr,NicolasTanguy10351985,9f7da80987b66b3230f860cc83b19ad6bea764c2eba5fc771fdcd5cbde70245c,Nice,France,théâtre,,,175.6,68.5
571,Jean,Clerc,Homme,Hétérosexuel.le,22,jean.clerc.4527.7412@orange.fr,JeanClerc33554124,655d86e162d1af252dd759dc3d6b25dc23df4e32a4286241da2152301368e925,Toulouse,France,dessin,,,180.3,69.8
572,François,Pires,Homme,Hétérosexuel.le,22,françois.pires.9110.4152@yahoo.fr,FrançoisPires37824720,e0e34cbe82dedf36f3da81c62cba7648d91d2ec2a576addd77dc32fe3ae118ca,Montpellier,France,jeux vidéo,sport,,199.2,98.5
573,Victoire,Gaillard,Femme,Hétérosexuel.le,56,victoire.gaillard.4711.896@tele2.fr,VictoireGaillard4221056,ac55f6042b545c0d5afd1285f4a656b59f4869068c083662e8dadcbef0c11cca,Lille,France,danse,voyage,jeu de société,180.1,48.5
574,Michel,Roux,Homme,Hétérosexuel.le,40,michel.roux.3899.9107@dbmail.com,MichelRoux35508193,fa496c5ab2e6626fd2b7f3d7db5981109ea10dd0f9933c3e1d566be9de222883,Montpellier,France,dessin,danse,animaux,197.3,88.6
575,Alix,Mathieu,Femme,Homosexuel.le,31,alix.mathieu.6664.7558@ifrance.com,AlixMathieu50366512,0f67310657f733cfa373eff7e9a22e6b9cc989a03de1b1c387d9c36f24626e54,Montpellier,France,jeu de société,yoga,,178.0,87.1
576,Diana,Alvarez,Femme,Autre,20,diana.alvarez.8511.9500@gmail.com,DianaAlvarez80854500,61b77fed96d21373fee667586fd7dc6f0e8880121fae2d40c07d0352df9bed62,Bilbao,Espagne,lecture,jeux vidéo,,174.8,51.2
577,Diane,Legros,Femme,Hétérosexuel.le,22,diane.legros.9641.7331@live.com,DianeLegros70678171,27faa8d8dc5a2055661d136a50eafab6bdf974973b2c61c252ee8feea66866c1,Lyon,France,cinéma,,,181.2,65.6
578,Victoire,Petitjean,Femme,Hétérosexuel.le,41,victoire.petitjean.7745.5082@tele2.fr,VictoirePetitjean39360090,50fcd5a8ada807d2bc7a980206cb6a798be0fdfd3d4d9000c20ee1021569802d,Lyon,France,animaux,voyage,musique,159.4,53.7
579,Jacques,Dias,Homme,Hétérosexuel.le,31,jacques.dias.4861.8594@sfr.fr,JacquesDias41775434,df6f4aed183138a0ad8b370808e92d7024d1e383797be5ffe285c75800105fe0,Paris,France,danse,musique,jeux vidéo,168.1,108.8
580,Frédérique,Marie,Femme,Hétérosexuel.le,61,frédérique.marie.141.5459@bouygtel.fr,FrédériqueMarie769719,6b82e37abac25336b1199c0aa08d2fdd2a0e2fa4913e437b6f57aff31b78ebaa,Paris,France,jeux vidéo,,,162.5,72.7
581,Noémi,Marty,Femme,Hétérosexuel.le,18,noémi.marty.1776.8598@bouygtel.fr,NoémiMarty15270048,6ec3ba6972f885e3d105c6dc33caa29511c3f7a4535dc0d601ba44e1417fcbd6,Montpellier,France,cinéma,dessin,,172.4,70.4
582,Alexandria,Georges,Femme,Hétérosexuel.le,52,alexandria.georges.1677.3879@hotmail.fr,AlexandriaGeorges6505083,54267f3d464e6280972158725c462e3ff0fe8ebe1770bbc1fb4669a42ab9172a,Marseille,France,yoga,animaux,sport,175.7,64.7
583,Thibaut,Rey,Homme,Homosexuel.le,30,thibaut.rey.4684.2349@club-internet.fr,ThibautRey11002716,5fca18d72466d133bb389c01b7c0c92361f053a56f2a6ae626b0cf5efc16e7bc,Bordeaux,France,animaux,jeux vidéo,cinéma,188.0,85.1
584,Simone,Deschamps,Femme,Hétérosexuel.le,24,simone.deschamps.1396.9049@voila.fr,SimoneDeschamps12632404,6c6dba1de2e035ae41d3f3d65fdaec4f7fed6e6e9afb43a1b69644ee7d0c6b1f,Bordeaux,France,cuisine,jeu de société,yoga,169.9,66.2
585,Bernard,Poulain,Homme,Hétérosexuel.le,53,bernard.poulain.8445.4481@dbmail.com,BernardPoulain37842045,e6475af865000aa55415f24e203b78fd8691a645d102842efb072116e9b44082,Nantes,France,animaux,soirées,,176.3,104.2
586,Sébastien,Ledoux,Homme,Hétérosexuel.le,35,sébastien.ledoux.7441.3387@orange.fr,SébastienLedoux25202667,cd9998e3693be7eaf89246dd20623e2d256991c256f1cb024d7a22702ac7c35a,Toulouse,France,animaux,sport,,188.6,98.2
587,Véronique,Tanguy,Femme,Hétérosexuel.le,41,véronique.tanguy.5930.2284@live.com,VéroniqueTanguy13544120,0aab491990af2b7fb39c0f60860b0515161bc0fd058b3d24f89f0b16e76843e3,Lyon,France,animaux,,,178.8,48.5
588,Audrey,Fabre,Femme,Hétérosexuel.le,41,audrey.fabre.1249.3858@tiscali.fr,AudreyFabre4818642,b35f5a91149f19c662620882441bcd54c0db07f816b3fc9bdf03e5d812c348f9,Strasbourg,France,soirées,,,152.4,57.5
589,Joseph,Bourdon,Homme,Hétérosexuel.le,35,joseph.bourdon.4179.209@dbmail.com,JosephBourdon873411,4f65eb22a3bb30f2d31b96f89f07434ca36f49aa70bbb1f5b687d0288b569fbe,Bordeaux,France,yoga,cinéma,,165.1,79.7
590,Michelle,Lacombe,Non-binaire,Hétérosexuel.le,33,michelle.lacombe.8172.1964@live.com,MichelleLacombe16049808,5e97ed578d97fbde56da03dd96ec69103503a35fd963a43aba7f93b70b8b7200,Marseille,France,musique,,,188.9,87.9
591,Valérie,Guillon,Femme,Homosexuel.le,41,valérie.guillon.8188.3568@dbmail.com,ValérieGuillon29214784,156fef838b3d576053548e62f136c25f93a4299a6e869335ff0483eb1658c903,Strasbourg,France,cinéma,,,169.0,48.0
592,Charles,Couturier,Homme,Homosexuel.le,19,charles.couturier.4266.7863@sfr.fr,CharlesCouturier33543558,dfc77e65b76acf0a3139d3812264bfbc8a3e880629875bdea865a778f8bbf6ce,Bordeaux,France,lecture,yoga,animaux,167.3,65.2
593,Adèle,Camus,Femme,Homosexuel.le,35,adèle.camus.5807.7815@voila.fr,AdèleCamus45381705,e4b4faa23a087bcd449617b9ec1aff316744a3c0a8b20536bb7ab952c4659761,Nice,France,musique,danse,yoga,178.9,69.8
594,Heliodoro,Galindo,Homme,Homosexuel.le,32,heliodoro.galindo.2549.9665@yahoo.com,HeliodoroGalindo24636085,20af1e325ff82d515fc584a8b8d7d04f8ba4e0d79482b0d3215fece2d2f8c82c,Palma,Espagne,animaux,dessin,cinéma,195.7,103.1
595,Madeleine,Albert,Femme,Hétérosexuel.le,25,madeleine.albert.5988.900@hotmail.fr,MadeleineAlbert5389200,0ac6d153ec5b8b5857a2e1ec7cd10a4fe12153d796ac94f8460d43cc75914d7a,Paris,France,jeu de société,yoga,,152.8,83.3
596,Mary,Smith,Femme,Hétérosexuel.le,60,mary.smith.5371.438@hotmail.com,MarySmith2352498,f2db5f2840c6a983f6daf1a88bb8ee98df10e9501899145305871513c9d766f0,Washington,États-Unis,jeux vidéo,musique,jeu de société,177.4,80.7
597,Martine,Bouchet,Femme,Hétérosexuel.le,64,martine.bouchet.3789.6272@free.fr,MartineBouchet23764608,6e4e7f1915f4e85f69b8438f9d513280f7df9930fda4ab1140b22748b6c187d1,Bordeaux,France,randonnée,voyage,,181.8,89.7
598,Anne,Barbier,Femme,Autre,64,anne.barbier.4460.3901@yahoo.fr,AnneBarbier17398460,a19f810e7aed78c7026776b65ca02f4a00bdb245573e4212d3db02a3b69b6f59,Lyon,France,jeu de société,cuisine,musique,178.0,83.4
599,Nicolas,Lebon,Homme,Hétérosexuel.le,65,nicolas.lebon.9082.9972@noos.fr,NicolasLebon90565704,45883aa1c6b656e85c79966d28cc48858cfd1f9ba1e67c6fbbffb3e6f254840c,Strasbourg,France,photographie,,,188.2,90.6
600,Seth,Nelson,Non-binaire,Homosexuel.le,54,seth.nelson.1087.6194@gmail.com,SethNelson6732878,a298d9324a9e1be162f966236d9b6a7e9a3c511ee39cd72cd7f7e8e387493862,New York,États-Unis,animaux,randonnée,dessin,171.3,79.1
601,Frédéric,Fleury,Homme,Hétérosexuel.le,56,frédéric.fleury.2629.5372@noos.fr,FrédéricFleury14122988,9709a6d998b45996aa0e87c4dc44384e7d03fa91f0fec2b349f32026bd8ccb34,Paris,France,animaux,randonnée,,192.6,66.2
602,Charles,Texier,Homme,Hétérosexuel.le,35,charles.texier.2014.4543@bouygtel.fr,CharlesTexier9149602,acd448990bd915bbf728c6183df4e9c21cd57d3c08e7e7ef86661d793c764c7c,Nantes,France,théâtre,dessin,,181.3,107.9
603,Georges,Vézina,Homme,Hétérosexuel.le,61,georges.vézina.1540.4839@yahoo.com,GeorgesVézina7452060,b1de433fad2d708f48525e899e3af6e53d81a209f4ab4cb5bf3b3bcee72245d2,Ottawa,Canada,danse,,,166.6,109.5
604,Louis,Bigot,Homme,Hétérosexuel.le,54,louis.bigot.6611.7591@hotmail.fr,LouisBigot50184101,19dcb36b9a509c4de13c7dfea54bb77d2c3e5e8d8b3a5327bdbf253a6e904d98,Montpellier,France,cuisine,dessin,soirées,170.1,107.2
605,Christophe,Duval,Homme,Autre,29,christophe.duval.2545.1804@yahoo.fr,ChristopheDuval4591180,9e92c643e803569bd00679e48cd8a92614dddf3dcbbc01632c881bfae3e7c9ba,Nantes,France,théâtre,cuisine,,199.5,82.7
606,Julien,Arnaud,Homme,Autre,37,julien.arnaud.4207.6365@free.fr,JulienArnaud26777555,28c32d0a7f3552b8cc1723a1509c09e57e6da0521354df88bc9b167db7b05706,Bordeaux,France,musique,lecture,,185.4,83.0
607,Brigitte,Alves,Femme,Homosexuel.le,54,brigitte.alves.8440.5022@yahoo.fr,BrigitteAlves42385680,87fe5798283d7dbc6e2c0ab4e9885bc6a702f28d4949a1f77de5cf29077b086c,Lyon,France,théâtre,soirées,,180.3,48.5
608,Patrick,Delorme,Homme,Hétérosexuel.le,22,patrick.delorme.4953.4970@dbmail.com,PatrickDelorme24616410,fa14a95642751dc202d0d71398c8fa8d19a5e034576a31366c88858aeecccd6b,Strasbourg,France,yoga,danse,jeux vidéo,192.2,74.7
609,Adèle,Jean,Femme,Homosexuel.le,61,adèle.jean.8131.7504@wanadoo.fr,AdèleJean61015024,7df2a6b11b7959e44f7f2532c244db359872ed0cc5f95a71faf6bb927a33d714,Strasbourg,France,théâtre,,,174.1,70.3
610,Olivie,Marin,Femme,Hétérosexuel.le,55,olivie.marin.2130.1216@gmail.com,OlivieMarin2590080,43b3060425f59b3634ba6da856a3c88e0e0dd1de277ab24283f536dbd5a829a2,Marseille,France,yoga,dessin,,150.4,76.8
611,Eugène,Delorme,Homme,Autre,23,eugène.delorme.6705.6993@noos.fr,EugèneDelorme46888065,dc8a6b34e0a993561239cae314a73e11632781061979e3fa5c6436fbf2302136,Nice,France,jeu de société,jeux vidéo,,166.3,81.4
612,Charles,Guillou,Homme,Homosexuel.le,19,charles.guillou.2822.6066@free.fr,CharlesGuillou17118252,f64d2f74a6c659305e4c7958ce38b0b7611cb9b49d620466cd073737def12e87,Toulouse,France,animaux,,,196.9,88.9
613,Isabelle,Turpin,Femme,Hétérosexuel.le,22,isabelle.turpin.7628.7654@yahoo.fr,IsabelleTurpin58384712,f1263a9cc7f27e9ff0944f0491a641934225ebe18a77ad1ef030e968f69213bd,Marseille,France,jeux vidéo,,,151.3,87.3
614,Michel,Dupré,Homme,Hétérosexuel.le,34,michel.dupré.4716.9210@free.fr,MichelDupré43434360,f50cc0020c937580fd657a8b5d5dec348ac52975f6661dfa2d9c0c7195dcbd04,Lille,France,randonnée,,,171.2,107.5
615,Pauline,Lemoine,Femme,Hétérosexuel.le,53,pauline.lemoine.4975.547@wanadoo.fr,PaulineLemoine2721325,b34611cb368314c46c0f594b9d8e7d309b0ec8e6034bf7b9bf81d36ca43694e9,Nice,France,randonnée,théâtre,,177.7,64.0
616,Romuald,Baum,Homme,Homosexuel.le,29,romuald.baum.4599.8812@yahoo.de,RomualdBaum40526388,6463bd8de42417ab701d7005a912acec247732cd9d48bdfc9337dfef54b9684d,Berlin,Allemagne,photographie,dessin,,189.5,109.7
617,Torquato,Montalti,Homme,Hétérosexuel.le,51,torquato.montalti.5862.7078@vodafone.it,TorquatoMontalti41491236,eabf19c7a85004777e5af6d5604632055d395a007daa7dcc62aed792b31c731f,Naples,Italie,danse,dessin,sport,197.4,99.9
618,Andrée,Besnard,Femme,Hétérosexuel.le,35,andrée.besnard.5784.9563@voila.fr,AndréeBesnard55312392,7063a8966b227d5bc1aff6efb2ff51a9221fc595ea589b34545d76d9cc2957a8,Strasbourg,France,sport,théâtre,,161.4,81.3
619,Aaron,Ward,Homme,Hétérosexuel.le,24,aaron.ward.5687.1554@yahoo.co.uk,AaronWard8837598,269e63fb2ad09ee71d20dadbbb7b7b4f6496b3ceffa39d957a491bc27e64a0a0,Glasgow,Royaume-Uni,sport,lecture,,168.4,79.7
620,Christophe,Perez,Homme,Autre,33,christophe.perez.2369.733@ifrance.com,ChristophePerez1736477,38b6cd93da132521496a2ab243ee360fc905e3a7a04562c4cc492a3c8bb04723,Nantes,France,dessin,jeu de société,,182.3,95.5
621,Susan,Barre,Femme,Hétérosexuel.le,54,susan.barre.514.415@club-internet.fr,SusanBarre213310,3fcd583643c4f53f4befe44bec76fed12dc8a3355d62122ad22e578fb9a962e0,Paris,France,randonnée,théâtre,photographie,156.6,67.4
622,Christelle,Mercier,Femme,Hétérosexuel.le,62,christelle.mercier.2001.3102@orange.fr,ChristelleMercier6207102,d3201db5782cb09aee917e3abf955466861b98a299c1fdf88543e5b9823b4293,Bordeaux,France,cuisine,,,172.8,48.6
623,Pierre,Maillard,Homme,Hétérosexuel.le,46,pierre.maillard.9189.2116@free.fr,PierreMaillard19443924,0e66ef582f57ee70a8647627235bd045a03f472572f63deef0fbc15a557eb153,Lille,France,jeu de société,théâtre,lecture,199.2,108.0
624,Jacqueline,Guichard,Femme,Hétérosexuel.le,51,jacqueline.guichard.6486.2626@ifrance.com,JacquelineGuichard17032236,b231493f376eb378177415432f6af3c56414f41563202052bb25c2aab3f0b5b0,Nice,France,animaux,musique,,165.4,49.3
625,Thomas,Garnier,Homme,Hétérosexuel.le,61,thomas.garnier.1223.809@orange.fr,ThomasGarnier989407,d0126e31935bafb721586d2b4e02d1fd389d793d67ab083f0a21d75eb595dc9d,Paris,France,cinéma,danse,,196.9,92.5
626,Julien,Riou,Homme,Hétérosexuel.le,60,julien.riou.558.7640@tiscali.fr,JulienRiou4263120,0dfb826763e79b4511f4db7a9879a3840f86a0fdf3062888e860751c4323dae4,Lyon,France,lecture,théâtre,,172.5,84.7
627,Cécile,Langlois,Femme,Hétérosexuel.le,39,cécile.langlois.4915.9954@voila.fr,CécileLanglois48923910,f234bd6dfa09e9e707b821f0adf349e3adb44448f2aecb80a98076ea50de96a8,Lille,France,danse,,,166.7,80.9
